id,sex,age,height,weight,headband,college,tattoos,tchests,parrots,favorite.pirate,sword.type,eyepatch,sword.time,beard.length,fav.pixar,grogg,favorite.sea
596,male,24.0,169.04,68.5,yes,CCCC,7.0,13.0,2,Jack Sparrow,cutlass,0.0,0.19,13.0,Finding Nemo,10.0,
597,female,14.0,162.72,60.9,no,CCCC,4.0,12.0,1,Jack Sparrow,scimitar,1.0,12.78,0.0,Inside Out,10.0,
598,female,35.0,159.3,59.6,yes,JSSFP,12.0,50.0,0,Hook,cutlass,0.0,0.11,0.0,WALL-E,14.0,
599,female,35.0,149.11,53.6,no,JSSFP,2.0,28.0,11,Edward Low,banana,0.0,3.83,1.0,WALL-E,11.0,
600,male,27.0,190.79,89.1,yes,CCCC,11.0,30.0,0,Jack Sparrow,cutlass,0.0,0.01,25.0,Cars,8.0,
601,female,24.0,169.73,70.7,yes,CCCC,13.0,2.0,1,Lewis Scot,cutlass,1.0,0.68,0.0,The Incredibles,10.0,
602,female,28.0,177.86,76.6,yes,CCCC,4.0,42.0,2,Lewis Scot,sabre,0.0,1.26,0.0,Finding Nemo,6.0,
603,male,27.0,177.92,71.4,yes,CCCC,6.0,1.0,2,Jack Sparrow,cutlass,0.0,0.28,15.0,"Monsters, Inc.",13.0,
604,female,31.0,166.32,76.9,no,JSSFP,6.0,1.0,3,Jack Sparrow,scimitar,1.0,1.84,0.0,Inside Out,7.0,
605,male,17.0,183.73,70.9,yes,CCCC,9.0,3.0,1,Anicetus,cutlass,0.0,0.74,15.0,Up,5.0,
606,male,28.0,167.22,68.2,yes,CCCC,9.0,5.0,5,Jack Sparrow,cutlass,0.0,1.0,17.0,Finding Nemo,17.0,
607,male,30.0,160.45,57.2,yes,JSSFP,6.0,21.0,2,Lewis Scot,cutlass,1.0,0.34,15.0,Inside Out,4.0,
608,male,23.0,195.42,86.0,yes,CCCC,10.0,22.0,1,Jack Sparrow,cutlass,1.0,0.53,23.0,Toy Story 2,13.0,
609,female,33.0,160.26,68.7,yes,JSSFP,9.0,45.0,7,Jack Sparrow,cutlass,1.0,0.62,0.0,Inside Out,12.0,
610,male,27.0,189.77,83.1,yes,CCCC,10.0,16.0,0,Jack Sparrow,cutlass,0.0,0.43,21.0,Finding Nemo,12.0,
611,female,33.0,173.01,67.3,yes,JSSFP,4.0,47.0,7,Blackbeard,cutlass,1.0,0.12,1.0,Up,11.0,
612,male,28.0,190.74,85.8,yes,CCCC,9.0,11.0,0,Jack Sparrow,cutlass,0.0,0.26,22.0,Finding Nemo,10.0,
613,male,33.0,177.04,71.8,yes,JSSFP,8.0,126.0,0,Lewis Scot,cutlass,0.0,1.48,27.0,Finding Nemo,14.0,
614,female,24.0,171.15,72.0,yes,CCCC,6.0,13.0,2,Blackbeard,cutlass,1.0,0.05,0.0,Brave,12.0,
615,female,27.0,162.35,63.1,yes,CCCC,12.0,6.0,2,Hook,cutlass,1.0,1.04,0.0,Monsters University,11.0,
616,female,38.0,151.56,56.8,yes,JSSFP,10.0,50.0,4,Lewis Scot,cutlass,1.0,0.53,0.0,Inside Out,11.0,
617,male,29.0,163.31,62.6,yes,CCCC,6.0,5.0,0,Jack Sparrow,cutlass,1.0,0.03,17.0,Inside Out,10.0,
618,male,23.0,166.26,69.7,yes,CCCC,6.0,3.0,7,Jack Sparrow,cutlass,0.0,0.29,13.0,Finding Nemo,11.0,
619,male,34.0,184.16,75.9,yes,JSSFP,10.0,23.0,1,Jack Sparrow,cutlass,0.0,0.27,25.0,Finding Nemo,9.0,
620,male,27.0,195.19,90.1,yes,CCCC,12.0,10.0,8,Jack Sparrow,cutlass,1.0,0.63,30.0,Inside Out,12.0,
621,male,31.0,175.2,72.7,yes,JSSFP,6.0,23.0,8,Jack Sparrow,cutlass,0.0,3.29,19.0,Finding Nemo,7.0,
622,female,35.0,170.44,64.0,yes,JSSFP,11.0,1.0,27,Lewis Scot,cutlass,1.0,0.21,0.0,WALL-E,9.0,
623,female,19.0,163.18,65.6,no,CCCC,8.0,28.0,0,Hook,sabre,1.0,0.91,0.0,Inside Out,13.0,
624,female,32.0,173.38,66.3,yes,JSSFP,6.0,35.0,0,Edward Low,cutlass,1.0,0.74,0.0,Monsters University,10.0,
625,female,31.0,158.96,68.5,yes,JSSFP,4.0,18.0,7,Blackbeard,scimitar,1.0,20.68,0.0,Inside Out,13.0,
626,male,18.0,178.09,81.1,yes,CCCC,3.0,8.0,1,Jack Sparrow,cutlass,1.0,0.12,15.0,Monsters University,7.0,
627,male,23.0,185.46,79.3,yes,CCCC,8.0,17.0,1,Jack Sparrow,sabre,0.0,0.05,20.0,Finding Nemo,7.0,
628,female,39.0,166.38,71.3,yes,JSSFP,6.0,8.0,1,Anicetus,cutlass,1.0,0.06,1.0,Inside Out,13.0,
629,female,27.0,172.66,74.2,yes,CCCC,13.0,11.0,3,Anicetus,cutlass,0.0,0.47,0.0,Up,11.0,
630,male,26.0,179.01,78.0,yes,CCCC,13.0,36.0,3,Edward Low,cutlass,1.0,0.11,23.0,Inside Out,14.0,
631,male,30.0,188.83,84.8,yes,JSSFP,6.0,44.0,1,Jack Sparrow,cutlass,0.0,0.6,13.0,Finding Nemo,9.0,
632,male,11.0,174.6,69.6,yes,CCCC,17.0,1.0,1,Jack Sparrow,cutlass,0.0,1.34,22.0,The Incredibles,6.0,
633,male,30.0,163.83,67.5,yes,CCCC,10.0,4.0,4,Jack Sparrow,cutlass,0.0,0.07,23.0,Up,10.0,
634,male,31.0,166.96,66.9,yes,JSSFP,13.0,13.0,2,Jack Sparrow,cutlass,0.0,0.4,15.0,Finding Nemo,14.0,
635,male,13.0,168.38,62.9,yes,CCCC,15.0,4.0,2,,cutlass,1.0,0.52,28.0,Toy Story 2,7.0,
636,male,24.0,184.35,85.0,yes,CCCC,8.0,36.0,1,Jack Sparrow,cutlass,0.0,0.64,24.0,Finding Nemo,8.0,
637,other,23.0,168.94,60.2,yes,CCCC,15.0,12.0,4,Jack Sparrow,cutlass,0.0,0.73,31.0,Monsters University,14.0,
638,female,27.0,150.98,56.5,yes,CCCC,3.0,135.0,12,Edward Low,cutlass,1.0,0.05,0.0,Inside Out,5.0,
639,female,41.0,165.1,64.5,yes,JSSFP,18.0,66.0,0,Jack Sparrow,cutlass,0.0,0.58,0.0,Cars 2,9.0,
640,male,34.0,187.88,81.0,yes,JSSFP,8.0,35.0,11,Blackbeard,cutlass,1.0,0.95,17.0,Inside Out,8.0,
641,female,27.0,181.81,81.8,yes,CCCC,9.0,17.0,0,Blackbeard,cutlass,0.0,0.2,1.0,WALL-E,12.0,
642,female,31.0,161.43,54.1,yes,JSSFP,9.0,1.0,6,Lewis Scot,cutlass,1.0,0.38,0.0,Toy Story 2,9.0,
643,female,34.0,158.58,57.3,yes,JSSFP,10.0,1.0,2,Lewis Scot,cutlass,1.0,0.7,1.0,Inside Out,9.0,
644,female,29.0,155.78,61.7,yes,CCCC,14.0,19.0,2,Anicetus,cutlass,1.0,1.26,0.0,Up,12.0,
645,male,23.0,195.55,92.3,yes,CCCC,6.0,1.0,2,Anicetus,cutlass,0.0,0.91,9.0,Up,14.0,
646,male,30.0,176.15,73.6,yes,JSSFP,11.0,5.0,1,Jack Sparrow,scimitar,1.0,3.91,20.0,The Incredibles,8.0,
647,female,30.0,164.93,57.3,yes,JSSFP,11.0,22.0,1,Blackbeard,cutlass,0.0,0.1,0.0,Finding Nemo,12.0,
648,female,33.0,162.86,67.7,yes,JSSFP,12.0,58.0,1,Jack Sparrow,cutlass,0.0,0.1,0.0,Up,7.0,
649,other,32.0,160.56,65.1,yes,JSSFP,11.0,35.0,2,Hook,cutlass,0.0,0.95,25.0,Toy Story 2,11.0,
650,other,33.0,153.08,50.9,yes,JSSFP,8.0,17.0,5,Anicetus,cutlass,0.0,0.63,17.0,Finding Nemo,8.0,
651,female,44.0,159.67,62.7,yes,JSSFP,14.0,101.0,9,Lewis Scot,cutlass,1.0,0.76,0.0,Up,8.0,
652,male,21.0,161.27,57.9,yes,CCCC,7.0,1.0,3,Blackbeard,cutlass,0.0,0.11,15.0,Monsters University,12.0,
653,female,33.0,173.92,74.3,yes,JSSFP,14.0,11.0,2,Jack Sparrow,cutlass,1.0,1.03,1.0,"Monsters, Inc.",11.0,
654,female,39.0,149.17,55.7,yes,JSSFP,8.0,30.0,1,Lewis Scot,cutlass,1.0,0.95,1.0,Inside Out,15.0,
655,male,24.0,168.7,71.6,yes,CCCC,9.0,17.0,9,Jack Sparrow,cutlass,1.0,0.45,27.0,Inside Out,5.0,
656,female,41.0,172.17,68.8,yes,JSSFP,15.0,94.0,9,Lewis Scot,cutlass,1.0,1.36,0.0,Inside Out,14.0,
657,female,37.0,173.09,76.2,yes,JSSFP,8.0,14.0,7,Lewis Scot,cutlass,1.0,0.48,0.0,Up,12.0,
658,male,23.0,192.26,94.5,yes,CCCC,9.0,91.0,1,Jack Sparrow,cutlass,0.0,0.88,15.0,Finding Nemo,8.0,
659,male,26.0,193.96,91.4,no,CCCC,1.0,1.0,4,Jack Sparrow,banana,1.0,74.19,14.0,Monsters University,6.0,
660,male,26.0,169.34,66.8,yes,CCCC,11.0,18.0,1,Lewis Scot,cutlass,1.0,0.03,25.0,Inside Out,11.0,
661,male,29.0,176.01,74.3,yes,CCCC,9.0,6.0,1,Jack Sparrow,cutlass,0.0,0.49,15.0,Finding Nemo,14.0,
662,female,32.0,169.65,74.4,yes,JSSFP,10.0,43.0,2,Edward Low,cutlass,1.0,1.18,0.0,Monsters University,10.0,
663,male,15.0,179.46,77.3,yes,CCCC,12.0,21.0,2,Jack Sparrow,cutlass,0.0,0.38,23.0,Finding Nemo,14.0,
664,male,18.0,169.81,71.4,yes,CCCC,5.0,51.0,1,Jack Sparrow,cutlass,0.0,0.76,28.0,Up,11.0,
665,male,25.0,169.45,65.4,yes,CCCC,11.0,2.0,4,Jack Sparrow,cutlass,1.0,1.89,16.0,Up,15.0,
666,female,28.0,170.65,67.3,no,CCCC,6.0,3.0,2,Hook,sabre,1.0,1.87,0.0,Monsters University,6.0,
667,male,21.0,182.91,80.6,yes,CCCC,7.0,45.0,1,Jack Sparrow,cutlass,1.0,1.06,21.0,Inside Out,6.0,
668,male,15.0,148.68,49.7,no,CCCC,7.0,26.0,0,Jack Sparrow,scimitar,1.0,0.51,22.0,Up,11.0,
669,female,28.0,140.39,44.6,yes,CCCC,13.0,4.0,10,Anicetus,cutlass,0.0,0.1,0.0,Brave,11.0,
670,male,22.0,170.11,69.5,no,CCCC,1.0,6.0,1,Jack Sparrow,cutlass,1.0,0.1,12.0,Inside Out,10.0,
671,male,27.0,191.95,84.7,yes,CCCC,10.0,7.0,3,Hook,cutlass,1.0,0.26,23.0,Inside Out,9.0,
672,female,21.0,162.6,61.5,yes,CCCC,8.0,1.0,2,Hook,cutlass,1.0,0.63,0.0,A Bug's Life,13.0,
673,female,34.0,159.83,60.1,yes,JSSFP,9.0,138.0,1,Hook,cutlass,1.0,0.1,0.0,Toy Story,12.0,
674,female,24.0,157.72,64.8,no,CCCC,3.0,101.0,4,Hook,banana,1.0,106.74,0.0,Monsters University,10.0,
675,female,32.0,159.13,62.8,yes,JSSFP,8.0,57.0,3,Anicetus,cutlass,1.0,0.74,1.0,Inside Out,16.0,
676,female,25.0,147.98,54.9,yes,CCCC,11.0,7.0,1,Lewis Scot,cutlass,0.0,0.19,0.0,The Incredibles,8.0,
677,male,27.0,160.64,60.0,yes,CCCC,10.0,8.0,1,Edward Low,cutlass,0.0,4.22,8.0,Finding Nemo,13.0,
678,male,30.0,189.52,89.0,yes,JSSFP,6.0,6.0,6,Lewis Scot,cutlass,0.0,0.07,20.0,Finding Nemo,11.0,
679,male,24.0,160.54,57.3,yes,CCCC,10.0,26.0,2,Jack Sparrow,cutlass,0.0,0.79,25.0,Up,11.0,
680,female,25.0,166.28,64.7,no,CCCC,5.0,16.0,5,Lewis Scot,scimitar,1.0,3.97,0.0,Inside Out,14.0,
681,female,25.0,149.05,54.1,yes,CCCC,12.0,86.0,2,Anicetus,cutlass,0.0,0.27,1.0,Cars,11.0,
682,female,34.0,177.88,77.2,yes,JSSFP,12.0,11.0,5,Edward Low,cutlass,1.0,0.03,0.0,Inside Out,6.0,
683,female,30.0,163.22,67.8,yes,JSSFP,16.0,13.0,2,Jack Sparrow,cutlass,1.0,0.05,1.0,Inside Out,7.0,
684,male,19.0,186.63,85.6,yes,CCCC,7.0,44.0,4,Jack Sparrow,cutlass,1.0,1.1,25.0,Inside Out,7.0,
685,male,23.0,165.21,71.2,yes,CCCC,10.0,16.0,3,Edward Low,cutlass,1.0,0.28,17.0,Toy Story,11.0,
686,male,22.0,182.73,76.1,no,CCCC,3.0,3.0,2,Jack Sparrow,banana,1.0,169.88,9.0,Inside Out,4.0,
687,male,24.0,175.74,70.2,yes,CCCC,14.0,33.0,1,Jack Sparrow,cutlass,1.0,0.33,18.0,Inside Out,8.0,
688,female,30.0,164.3,60.6,yes,CCCC,9.0,37.0,1,Lewis Scot,cutlass,1.0,0.65,0.0,Inside Out,11.0,
689,other,23.0,178.24,72.4,yes,CCCC,9.0,9.0,1,Blackbeard,cutlass,1.0,2.09,18.0,Monsters University,11.0,
690,female,32.0,156.46,53.4,no,JSSFP,11.0,10.0,2,Blackbeard,sabre,0.0,1.51,1.0,Finding Nemo,5.0,
691,male,27.0,168.4,65.2,no,CCCC,4.0,11.0,11,Jack Sparrow,sabre,1.0,0.58,14.0,Cars 2,7.0,
692,female,31.0,152.9,53.3,yes,JSSFP,10.0,41.0,12,Hook,cutlass,1.0,0.13,1.0,Cars 2,8.0,
693,female,30.0,154.28,57.2,yes,CCCC,9.0,12.0,0,Anicetus,cutlass,1.0,0.22,1.0,Up,8.0,
694,female,28.0,155.49,53.0,yes,JSSFP,11.0,62.0,3,Blackbeard,sabre,0.0,8.08,1.0,Finding Nemo,16.0,
695,female,24.0,171.87,67.2,yes,CCCC,6.0,22.0,1,Edward Low,cutlass,1.0,0.29,2.0,Inside Out,13.0,
696,male,28.0,182.34,78.8,yes,JSSFP,10.0,37.0,6,Jack Sparrow,cutlass,1.0,2.13,23.0,Inside Out,10.0,
697,female,30.0,162.41,60.9,yes,CCCC,11.0,64.0,1,Hook,scimitar,1.0,4.46,1.0,The Incredibles,10.0,
698,female,26.0,166.38,69.3,yes,CCCC,10.0,29.0,17,Jack Sparrow,cutlass,0.0,0.1,0.0,Up,8.0,
699,female,24.0,159.75,61.2,no,CCCC,2.0,68.0,0,Hook,banana,0.0,12.58,1.0,Up,10.0,
700,male,18.0,177.63,76.9,yes,CCCC,8.0,5.0,1,Jack Sparrow,cutlass,1.0,0.05,15.0,WALL-E,13.0,
701,other,25.0,163.49,57.6,no,CCCC,5.0,46.0,3,Lewis Scot,sabre,0.0,3.74,16.0,WALL-E,13.0,
702,male,27.0,181.46,75.9,yes,CCCC,12.0,20.0,3,Jack Sparrow,cutlass,1.0,0.22,24.0,Inside Out,8.0,
703,other,32.0,187.61,89.3,yes,JSSFP,12.0,80.0,3,Blackbeard,cutlass,1.0,0.03,21.0,Brave,10.0,
704,female,34.0,153.29,56.4,yes,JSSFP,10.0,23.0,6,Edward Low,cutlass,1.0,0.02,0.0,The Incredibles,11.0,
705,female,46.0,163.56,60.2,yes,JSSFP,10.0,14.0,1,Edward Low,cutlass,0.0,1.2,0.0,Monsters University,11.0,
706,female,27.0,161.69,62.9,yes,CCCC,13.0,58.0,0,Anicetus,cutlass,1.0,3.48,0.0,Toy Story,11.0,
707,female,33.0,161.15,64.1,yes,JSSFP,13.0,0.0,5,Blackbeard,cutlass,1.0,0.21,1.0,WALL-E,16.0,
708,other,29.0,165.81,68.7,yes,CCCC,8.0,1.0,2,Edward Low,cutlass,0.0,1.11,13.0,The Incredibles,15.0,
709,female,32.0,162.11,59.8,yes,JSSFP,13.0,9.0,2,Jack Sparrow,cutlass,0.0,0.4,0.0,Finding Nemo,13.0,
710,female,28.0,177.45,74.5,yes,CCCC,15.0,0.0,2,Blackbeard,cutlass,1.0,0.45,2.0,Up,12.0,
711,male,31.0,177.72,76.9,yes,JSSFP,9.0,13.0,0,Anicetus,cutlass,1.0,0.13,19.0,Cars,8.0,
712,female,36.0,164.93,64.9,yes,JSSFP,16.0,28.0,1,Edward Low,cutlass,1.0,0.47,0.0,Cars,14.0,
713,male,20.0,164.98,63.3,no,CCCC,2.0,26.0,1,Edward Low,scimitar,0.0,15.3,13.0,Brave,11.0,
714,male,23.0,174.99,76.0,yes,CCCC,9.0,3.0,4,Jack Sparrow,cutlass,1.0,0.21,23.0,Inside Out,11.0,
715,male,19.0,176.9,74.3,yes,CCCC,11.0,1.0,0,Jack Sparrow,cutlass,1.0,0.12,15.0,Toy Story 3,9.0,
716,other,26.0,171.33,69.3,yes,CCCC,16.0,1.0,1,Blackbeard,cutlass,1.0,0.94,34.0,Brave,8.0,
717,female,36.0,172.95,78.4,no,JSSFP,5.0,31.0,0,Lewis Scot,banana,1.0,2.93,0.0,Cars 2,12.0,
718,female,32.0,155.31,61.9,no,JSSFP,5.0,139.0,2,Blackbeard,banana,1.0,60.13,0.0,Up,9.0,
719,female,23.0,143.47,49.6,yes,CCCC,8.0,5.0,2,Edward Low,cutlass,1.0,1.89,2.0,Inside Out,13.0,
720,male,24.0,170.63,78.7,yes,CCCC,6.0,19.0,0,Jack Sparrow,cutlass,0.0,1.18,15.0,Cars 2,9.0,
721,male,28.0,165.89,62.0,yes,CCCC,8.0,26.0,1,Jack Sparrow,cutlass,1.0,0.41,18.0,"Monsters, Inc.",11.0,
722,female,26.0,188.11,80.4,yes,CCCC,10.0,8.0,2,Lewis Scot,cutlass,1.0,0.33,0.0,Inside Out,7.0,
723,male,24.0,168.15,74.4,yes,CCCC,13.0,20.0,2,Anicetus,cutlass,1.0,0.92,25.0,Inside Out,8.0,
724,female,31.0,161.87,65.0,yes,JSSFP,10.0,30.0,1,Anicetus,cutlass,1.0,0.36,0.0,Inside Out,8.0,
725,male,19.0,184.24,82.4,yes,CCCC,8.0,2.0,0,Jack Sparrow,cutlass,1.0,0.11,10.0,Inside Out,21.0,
726,male,24.0,177.35,73.9,yes,CCCC,10.0,58.0,2,Jack Sparrow,sabre,1.0,1.18,8.0,Inside Out,14.0,
727,male,23.0,149.67,50.8,yes,CCCC,13.0,88.0,2,Jack Sparrow,cutlass,1.0,0.15,26.0,Up,9.0,
728,female,22.0,153.69,51.6,yes,CCCC,11.0,2.0,2,Blackbeard,cutlass,1.0,0.06,0.0,Inside Out,12.0,
729,other,27.0,178.26,83.1,yes,CCCC,10.0,9.0,0,Hook,cutlass,0.0,0.31,13.0,"Monsters, Inc.",10.0,
730,female,24.0,148.61,54.3,yes,CCCC,13.0,23.0,1,Jack Sparrow,cutlass,1.0,0.78,1.0,Inside Out,11.0,
731,female,31.0,153.31,54.4,yes,JSSFP,16.0,17.0,3,Blackbeard,cutlass,1.0,0.05,0.0,Up,9.0,
732,male,20.0,169.84,69.9,no,CCCC,3.0,2.0,1,Jack Sparrow,banana,1.0,30.45,11.0,Inside Out,14.0,
733,male,25.0,189.06,87.6,yes,CCCC,10.0,14.0,1,Jack Sparrow,cutlass,1.0,0.61,16.0,The Incredibles,7.0,
734,male,28.0,185.51,89.2,yes,CCCC,7.0,19.0,4,Jack Sparrow,cutlass,1.0,0.36,21.0,Toy Story,14.0,
735,female,24.0,179.7,76.7,yes,CCCC,7.0,31.0,2,Blackbeard,cutlass,1.0,1.02,0.0,WALL-E,13.0,
736,female,26.0,161.2,63.3,yes,JSSFP,4.0,30.0,3,Hook,cutlass,1.0,0.15,0.0,The Incredibles,10.0,
737,female,39.0,168.21,66.0,yes,JSSFP,7.0,12.0,2,Lewis Scot,cutlass,0.0,1.4,0.0,Monsters University,11.0,
738,male,23.0,153.65,51.0,yes,CCCC,5.0,3.0,4,Jack Sparrow,cutlass,0.0,0.59,20.0,Finding Nemo,10.0,
739,male,25.0,182.71,89.1,yes,CCCC,13.0,25.0,2,Jack Sparrow,cutlass,1.0,1.62,20.0,Inside Out,17.0,
740,female,28.0,175.89,72.4,no,CCCC,1.0,1.0,2,Edward Low,sabre,0.0,2.72,0.0,Finding Nemo,10.0,
741,female,26.0,172.2,73.6,yes,CCCC,11.0,7.0,3,Jack Sparrow,cutlass,1.0,0.41,1.0,Inside Out,5.0,
742,male,39.0,157.72,61.6,yes,JSSFP,8.0,3.0,1,Jack Sparrow,scimitar,0.0,2.46,18.0,Finding Nemo,16.0,
743,male,34.0,163.46,59.5,yes,JSSFP,12.0,41.0,1,Anicetus,cutlass,1.0,0.12,18.0,"Monsters, Inc.",11.0,
744,female,34.0,166.6,69.3,yes,JSSFP,11.0,3.0,2,Anicetus,cutlass,0.0,0.94,1.0,Finding Nemo,5.0,
745,female,31.0,154.81,59.0,yes,CCCC,14.0,3.0,1,Anicetus,cutlass,1.0,0.33,0.0,Inside Out,11.0,
746,female,39.0,192.84,86.3,yes,JSSFP,12.0,19.0,1,Edward Low,cutlass,1.0,0.51,1.0,Monsters University,8.0,
747,male,23.0,188.65,87.3,yes,CCCC,8.0,14.0,3,Jack Sparrow,cutlass,0.0,1.83,5.0,Finding Nemo,12.0,
748,female,26.0,160.9,61.3,no,CCCC,6.0,90.0,5,Blackbeard,cutlass,1.0,0.42,0.0,Inside Out,7.0,
749,male,21.0,180.78,75.4,yes,CCCC,9.0,4.0,11,Jack Sparrow,sabre,1.0,5.64,18.0,Inside Out,8.0,
750,female,31.0,155.42,62.2,yes,JSSFP,10.0,13.0,11,Jack Sparrow,cutlass,1.0,1.43,0.0,Inside Out,7.0,
751,female,29.0,157.6,59.5,yes,JSSFP,6.0,11.0,5,Lewis Scot,cutlass,0.0,0.82,0.0,Finding Nemo,9.0,
752,female,28.0,151.81,54.9,yes,JSSFP,5.0,59.0,0,Lewis Scot,cutlass,1.0,0.24,0.0,The Incredibles,7.0,
753,other,29.0,171.45,67.8,yes,CCCC,11.0,3.0,1,Edward Low,cutlass,1.0,0.41,9.0,Inside Out,11.0,
754,other,22.0,181.8,82.1,yes,CCCC,9.0,30.0,8,Hook,cutlass,0.0,0.64,9.0,"Monsters, Inc.",13.0,
755,female,22.0,154.62,57.3,yes,CCCC,13.0,42.0,2,Edward Low,cutlass,0.0,0.04,0.0,Up,6.0,
756,female,29.0,152.83,60.3,yes,JSSFP,13.0,22.0,5,Lewis Scot,cutlass,0.0,0.37,0.0,Finding Nemo,12.0,
757,male,28.0,172.5,66.0,yes,CCCC,5.0,28.0,1,Jack Sparrow,cutlass,1.0,0.34,25.0,"Monsters, Inc.",14.0,
758,male,26.0,177.6,78.9,yes,CCCC,11.0,4.0,1,Jack Sparrow,cutlass,1.0,0.07,24.0,Inside Out,11.0,
759,male,22.0,171.86,74.3,no,CCCC,4.0,33.0,0,Jack Sparrow,banana,1.0,21.12,11.0,Inside Out,15.0,
760,male,29.0,180.31,79.0,yes,CCCC,17.0,106.0,2,Jack Sparrow,cutlass,1.0,0.07,26.0,Inside Out,10.0,
761,female,33.0,146.31,49.4,yes,CCCC,11.0,5.0,6,Blackbeard,cutlass,1.0,0.38,0.0,Inside Out,13.0,
762,male,30.0,143.93,47.4,yes,CCCC,11.0,26.0,2,Jack Sparrow,cutlass,1.0,1.58,15.0,Inside Out,11.0,
763,female,29.0,177.49,75.0,yes,JSSFP,10.0,24.0,12,Lewis Scot,cutlass,1.0,0.64,0.0,A Bug's Life,11.0,
764,male,32.0,165.65,64.2,yes,CCCC,5.0,7.0,3,Jack Sparrow,cutlass,1.0,1.79,11.0,Inside Out,6.0,
765,male,32.0,160.14,61.4,yes,JSSFP,11.0,5.0,2,Jack Sparrow,cutlass,1.0,0.47,18.0,Cars,9.0,
766,male,30.0,171.2,63.3,yes,JSSFP,6.0,47.0,3,Anicetus,cutlass,1.0,0.74,15.0,Monsters University,9.0,
767,male,24.0,181.82,77.8,yes,CCCC,5.0,20.0,2,Jack Sparrow,cutlass,0.0,0.1,8.0,Finding Nemo,9.0,
768,male,24.0,172.04,75.6,yes,CCCC,7.0,20.0,0,Jack Sparrow,cutlass,1.0,0.67,18.0,Inside Out,4.0,
769,female,25.0,173.96,71.7,yes,CCCC,10.0,15.0,2,Jack Sparrow,cutlass,0.0,1.09,1.0,Finding Nemo,15.0,
770,female,30.0,168.19,61.7,no,JSSFP,5.0,7.0,6,Lewis Scot,scimitar,1.0,7.6,0.0,Monsters University,5.0,
771,female,29.0,158.58,51.8,yes,CCCC,9.0,18.0,4,Anicetus,cutlass,0.0,0.57,0.0,Cars,6.0,
772,female,18.0,160.93,61.9,yes,CCCC,12.0,6.0,1,Edward Low,cutlass,0.0,0.0,1.0,Finding Nemo,15.0,
773,female,27.0,178.72,69.0,yes,CCCC,6.0,14.0,1,Blackbeard,cutlass,1.0,0.25,1.0,Inside Out,14.0,
774,female,43.0,169.37,62.0,no,JSSFP,6.0,20.0,7,Blackbeard,sabre,1.0,4.73,0.0,Up,11.0,
775,male,14.0,179.04,78.2,yes,CCCC,7.0,15.0,1,Jack Sparrow,cutlass,0.0,0.59,16.0,Finding Nemo,10.0,
776,male,27.0,192.28,87.5,yes,CCCC,7.0,4.0,0,Jack Sparrow,cutlass,0.0,0.84,16.0,Finding Nemo,7.0,
777,male,29.0,166.85,74.5,yes,CCCC,9.0,14.0,1,Blackbeard,cutlass,0.0,0.46,18.0,Up,10.0,
778,male,23.0,171.51,74.2,yes,CCCC,10.0,118.0,8,Jack Sparrow,cutlass,1.0,1.59,31.0,WALL-E,14.0,
779,male,22.0,175.19,68.9,yes,CCCC,7.0,17.0,2,Edward Low,cutlass,1.0,1.42,22.0,Toy Story 2,9.0,
780,female,34.0,147.01,47.9,yes,JSSFP,5.0,4.0,1,Hook,scimitar,1.0,1.09,0.0,WALL-E,10.0,
781,female,25.0,157.17,63.7,no,CCCC,6.0,2.0,4,Jack Sparrow,banana,1.0,37.12,0.0,Up,16.0,
782,male,18.0,167.27,62.6,yes,CCCC,8.0,11.0,1,Blackbeard,cutlass,1.0,0.1,17.0,Up,13.0,
783,other,29.0,166.24,62.2,no,CCCC,10.0,5.0,3,Lewis Scot,banana,0.0,1.94,17.0,WALL-E,8.0,
784,male,14.0,177.11,79.8,yes,CCCC,9.0,3.0,0,Jack Sparrow,cutlass,1.0,0.11,15.0,Inside Out,13.0,
785,male,20.0,158.96,58.9,yes,CCCC,13.0,31.0,0,Jack Sparrow,cutlass,1.0,0.45,23.0,Inside Out,8.0,
786,male,25.0,190.64,84.5,yes,CCCC,9.0,1.0,11,Jack Sparrow,cutlass,1.0,2.42,9.0,WALL-E,6.0,
787,female,19.0,142.24,47.2,yes,CCCC,14.0,4.0,4,Edward Low,sabre,1.0,1.14,1.0,Inside Out,10.0,
788,male,21.0,185.86,77.5,no,CCCC,1.0,9.0,2,Edward Low,sabre,1.0,1.16,15.0,Toy Story 3,13.0,
789,male,27.0,185.37,85.8,yes,CCCC,6.0,60.0,0,Jack Sparrow,cutlass,0.0,0.01,15.0,Up,6.0,
790,female,25.0,147.38,44.7,yes,CCCC,12.0,52.0,1,Lewis Scot,cutlass,1.0,1.23,0.0,WALL-E,12.0,
791,male,28.0,189.83,84.1,yes,CCCC,8.0,23.0,3,Jack Sparrow,cutlass,1.0,1.11,23.0,Up,13.0,
792,female,33.0,165.06,64.2,yes,JSSFP,9.0,76.0,2,Anicetus,cutlass,0.0,1.24,1.0,Finding Nemo,11.0,
793,male,25.0,209.06,103.7,yes,CCCC,8.0,27.0,9,Anicetus,cutlass,1.0,1.11,16.0,Monsters University,8.0,
794,female,35.0,143.86,41.3,yes,JSSFP,8.0,24.0,1,Edward Low,cutlass,1.0,0.88,0.0,Inside Out,7.0,
